origin,destination,departure_date,flight_route_number,customer
MCO,BWI,5/17/2016,219,7848
SFO,SAN,5/26/2016,18,7849
CMH,LAS,5/12/2016,613,7849
MDW,MSP,5/21/2016,377,7849
PHX,SMF,5/4/2016,442,7849
IND,MCI,5/26/2016,362,7849
PHX,MCI,5/30/2016,466,7849
CLT,DAL,5/18/2016,353,7849
MDW,STL,5/11/2016,564,7849
DEN,CMH,5/5/2016,446,7849
BOI,OAK,5/25/2016,385,7849
ATL,PUJ,5/23/2016,501,7849
DEN,OMA,5/5/2016,507,7849
LAX,SMF,5/31/2016,198,7849
PVD,BWI,5/31/2016,238,7849
DEN,LAX,5/12/2016,520,7850
DCA,ATL,5/14/2016,163,7850
HOU,TUL,5/20/2016,177,7850
SAT,MSY,5/26/2016,498,7850
LAS,BUR,5/31/2016,487,7851
BWI,PVD,5/18/2016,239,7851
RIC,ATL,5/19/2016,44,7851
SJC,LAS,5/31/2016,323,7851
SEA,BWI,5/27/2016,574,7851
BWI,AUA,5/6/2016,128,7851
HOU,DEN,5/6/2016,420,7852
ONT,LAS,5/3/2016,622,7852
LAS,OKC,5/20/2016,514,7852
SEA,LAS,5/7/2016,443,7852
DAL,FLL,5/16/2016,354,7854
PIT,MCO,5/24/2016,79,7854
JAX,BWI,5/11/2016,468,7854
SEA,LAS,5/6/2016,306,7855
MCI,IND,5/3/2016,347,7855
DAL,SNA,5/5/2016,105,7855
ISP,TPA,5/12/2016,451,7855
CMH,MDW,5/28/2016,355,7855
MDW,SLC,5/6/2016,550,7855
GEG,DEN,5/31/2016,614,7855
LBB,AUS,5/23/2016,407,7855
OKC,DEN,5/26/2016,101,7855
MDW,LAS,5/16/2016,536,7856
SFO,PHX,5/17/2016,45,7856
DAL,LAS,5/10/2016,547,7856
BNA,DEN,5/7/2016,80,7856
LAS,PHX,5/3/2016,329,7856
DTW,BWI,5/25/2016,35,7856
SFO,SNA,5/21/2016,151,7858
BNA,LAS,5/19/2016,624,7858
LAX,RNO,5/24/2016,455,7858
LAX,SMF,5/16/2016,489,7858
SEA,SJC,5/23/2016,254,7858
ORF,BWI,5/7/2016,448,7858
ATL,JAX,5/24/2016,64,7858
MCO,MDW,5/27/2016,602,7859
MCO,BHM,5/6/2016,263,7859
ATL,CMH,5/27/2016,13,7860
DEN,LGA,5/18/2016,147,7860
DAL,SAT,5/29/2016,133,7860
BDL,MDW,5/18/2016,424,7860
LAS,ATL,5/14/2016,191,7860
BNA,STL,5/14/2016,376,7860
STL,SEA,5/1/2016,471,7860
ONT,OAK,5/11/2016,441,7860
RNO,PHX,5/2/2016,395,7860
PHX,LAS,5/13/2016,271,7862
BDL,BWI,5/3/2016,327,7862
DEN,SFO,5/30/2016,108,7862
MCO,SJU,5/15/2016,211,7862
ATL,CUN,5/20/2016,322,7862
STL,DAL,5/30/2016,46,7862
BWI,LAS,5/14/2016,282,7862
LAX,SFO,5/11/2016,18,7864
EWR,MDW,5/17/2016,485,7864
MCI,DAL,5/7/2016,51,7864
SJD,BWI,5/28/2016,152,7864
LAS,OKC,5/6/2016,101,7864
PHX,ABQ,5/9/2016,277,7864
ATL,MCO,5/29/2016,220,7864
MDW,DEN,5/30/2016,243,7865
MCO,MDW,5/17/2016,602,7865
ECP,DAL,5/15/2016,15,7865
ISP,BWI,5/8/2016,317,7865
ABQ,PHX,5/13/2016,449,7865
MCI,MDW,5/24/2016,308,7865
FLL,TPA,5/16/2016,425,7865
OKC,PHX,5/12/2016,439,7865
BWI,FLL,5/9/2016,134,7865
LAS,DAL,5/19/2016,604,7865
MDW,AUS,5/24/2016,266,7866
LGA,STL,5/1/2016,360,7866
ORF,MCO,5/19/2016,214,7866
DEN,PHL,5/9/2016,558,7866
BNA,JAX,5/24/2016,467,7866
SMF,SNA,5/22/2016,434,7866
DAL,FLL,5/1/2016,605,7866
BNA,DEN,5/16/2016,589,7866
SMF,LAX,5/24/2016,196,7866
AUS,MDW,5/1/2016,583,7871
PHX,SEA,5/2/2016,544,7871
TPA,MHT,5/6/2016,422,7871
LAX,MSY,5/27/2016,480,7871
BWI,SDF,5/19/2016,477,7873
BWI,MDW,5/3/2016,430,7874
TPA,BNA,5/24/2016,401,7874
SDF,MCO,5/4/2016,40,7874
MSY,BWI,5/11/2016,165,7874
HOU,ATL,5/18/2016,149,7875
SAN,ABQ,5/2/2016,374,7875
AUS,DAL,5/12/2016,2,7875
HOU,LAX,5/15/2016,504,7875
PHX,PDX,5/15/2016,639,7875
LAX,ABQ,5/4/2016,370,7875
BNA,LGA,5/17/2016,117,7875
IND,TPA,5/24/2016,138,7876
BNA,ECP,5/4/2016,427,7876
SEA,SNA,5/15/2016,506,7877
MCO,MSY,5/1/2016,380,7877
RDU,LAS,5/8/2016,434,7877
LAX,MCI,5/5/2016,262,7877
FLL,BDL,5/6/2016,563,7877
OAK,AUS,5/17/2016,69,7877
DEN,ONT,5/23/2016,149,7877
MCO,BDL,5/8/2016,601,7877
PNS,HOU,5/10/2016,350,7877
PHL,TPA,5/20/2016,13,7877
DAL,LAS,5/23/2016,454,7878
HOU,MEX,5/23/2016,493,7878
ONT,DEN,5/7/2016,621,7878
BOS,BWI,5/11/2016,263,7878
OAK,LAS,5/23/2016,327,7878
MDW,MCI,5/26/2016,277,7878
SFO,LAS,5/30/2016,581,7878
LAX,MDW,5/12/2016,562,7878
LAX,OAK,5/4/2016,193,7878
HRL,AUS,5/10/2016,85,7878
STL,SAT,5/20/2016,37,7878
GEG,OAK,5/8/2016,195,7878
MCO,MDW,5/12/2016,602,7878
STL,DAL,5/27/2016,292,7878
LGA,DAL,5/4/2016,153,7878
ABQ,LAS,5/24/2016,351,7878
LAS,MKE,5/11/2016,186,7878
MDW,BOS,5/24/2016,318,7878
MCO,MBJ,5/7/2016,142,7878
MHT,BWI,5/27/2016,584,7879
ROC,TPA,5/24/2016,307,7880
STL,ATL,5/2/2016,267,7880
AUS,LAS,5/25/2016,43,7880
JAX,BNA,5/12/2016,136,7880
SAT,ELP,5/16/2016,404,7880
SAN,SMF,5/15/2016,418,7880
TPA,PHL,5/19/2016,450,7880
FLL,TPA,5/14/2016,34,7880
LAS,DEN,5/23/2016,56,7880
SFO,LAS,5/22/2016,343,7880
CLT,BWI,5/7/2016,70,7880
PHX,SDF,5/26/2016,290,7880
BUR,SMF,5/22/2016,327,7880
PHX,LAS,5/13/2016,239,7881
PHX,SEA,5/22/2016,544,7881
HOU,DEN,5/11/2016,421,7881
TPA,MEM,5/15/2016,533,7881
DAL,AUS,5/31/2016,43,7881
PHX,DAL,5/23/2016,479,7881
MDW,BWI,5/31/2016,587,7882
DAL,AUS,5/30/2016,367,7884
DEN,LGA,5/10/2016,147,7884
DAY,MDW,5/19/2016,293,7884
LAS,BWI,5/29/2016,269,7884
JAX,ATL,5/23/2016,221,7884
AUS,LAX,5/29/2016,632,7884
LAX,ATL,5/9/2016,202,7886
ATL,TPA,5/29/2016,89,7886
OAK,BUR,5/21/2016,516,7886
PNS,BNA,5/4/2016,464,7886
BWI,ATL,5/21/2016,39,7886
ATL,AUS,5/23/2016,348,7886
SJC,SNA,5/3/2016,297,7886
MSY,HOU,5/25/2016,305,7886
LAS,MDW,5/18/2016,624,7886
PHX,MDW,5/14/2016,543,7886
MSY,DEN,5/11/2016,223,7886
DCA,MDW,5/8/2016,236,7886
TPA,HOU,5/26/2016,548,7886
TPA,RDU,5/11/2016,364,7887
DAL,AMA,5/20/2016,175,7887
MCI,TPA,5/2/2016,180,7888
PHL,MDW,5/5/2016,384,7888
DAL,AMA,5/18/2016,444,7888
SLC,LAS,5/25/2016,408,7888
SEA,MDW,5/22/2016,507,7888
ATL,AUS,5/4/2016,348,7888
MCO,AUA,5/4/2016,493,7888
OAK,SNA,5/4/2016,499,7888
HOU,MCO,5/14/2016,84,7888
LAX,MSY,5/29/2016,189,7890
ONT,SMF,5/8/2016,432,7890
LAX,LAS,5/18/2016,246,7890
BOS,IND,5/20/2016,80,7890
OMA,DEN,5/22/2016,92,7891
DEN,LGA,5/26/2016,147,7891
PHX,SMF,5/9/2016,382,7891
RNO,LAS,5/8/2016,479,7892
OAK,DEN,5/18/2016,179,7892
BWI,LAX,5/18/2016,599,7892
IND,TPA,5/3/2016,236,7892
MDW,PDX,5/25/2016,561,7892
STL,CMH,5/27/2016,436,7892
ONT,SMF,5/15/2016,430,7892
STL,FLL,5/13/2016,56,7892
PHX,MCI,5/26/2016,11,7892
DAL,OKC,5/12/2016,5,7892
ELP,AUS,5/13/2016,81,7892
DEN,IND,5/12/2016,585,7892
LAS,BUR,5/27/2016,489,7892
BWI,FLL,5/20/2016,91,7892
PDX,OAK,5/12/2016,58,7892
SEA,SAN,5/29/2016,378,7892
MDW,EWR,5/12/2016,443,7893
BWI,SDF,5/1/2016,39,7893
LAX,ABQ,5/18/2016,370,7893
SJU,MCO,5/13/2016,213,7893
LAX,HOU,5/2/2016,123,7893
LGA,MDW,5/19/2016,225,7893
LAS,MCO,5/15/2016,602,7893
SMF,SAN,5/4/2016,529,7893
BUR,SJC,5/2/2016,261,7893
BUR,PHX,5/24/2016,468,7893
MDW,LAS,5/21/2016,627,7893
OAK,ABQ,5/25/2016,451,7893
ELP,AUS,5/13/2016,81,7893
DEN,MDW,5/4/2016,409,7893
HOU,PHX,5/7/2016,133,7893
BOS,BWI,5/24/2016,87,7894
LGA,BNA,5/22/2016,394,7894
CLE,BWI,5/23/2016,26,7894
SMF,SNA,5/11/2016,292,7894
SNA,AUS,5/17/2016,250,7894
BHM,TPA,5/2/2016,305,7894
SJC,PHX,5/23/2016,482,7894
HOU,TPA,5/8/2016,23,7894
LGA,ATL,5/29/2016,470,7894
MCO,BHM,5/9/2016,131,7894
SFO,BUR,5/4/2016,510,7894
ONT,OAK,5/25/2016,100,7894
MCI,LGA,5/11/2016,169,7896
BUF,PHX,5/13/2016,634,7896
OAK,ONT,5/10/2016,180,7896
STL,DAL,5/16/2016,292,7896
ABQ,DEN,5/18/2016,39,7896
PIT,FLL,5/19/2016,458,7896
BWI,SJU,5/29/2016,130,7896
LAS,RNO,5/9/2016,445,7896
BWI,DEN,5/3/2016,537,7897
IND,DAL,5/13/2016,107,7897
PHX,OKC,5/30/2016,481,7897
DEN,PHX,5/5/2016,587,7897
OAK,CMH,5/11/2016,271,7897
PBI,BWI,5/16/2016,451,7897
ROC,TPA,5/23/2016,307,7897
BUR,OAK,5/6/2016,385,7898
MSP,DEN,5/2/2016,425,7898
BOS,MCI,5/9/2016,341,7898
LAS,SAN,5/26/2016,375,7898
ONT,SMF,5/27/2016,644,7899
LAX,SFO,5/17/2016,30,7899
BHM,TPA,5/24/2016,306,7899
LAS,BWI,5/19/2016,522,7899
BWI,BUF,5/18/2016,89,7899
MCO,CMH,5/29/2016,10,7899
ISP,BWI,5/24/2016,481,7899
GRR,DEN,5/18/2016,57,7899
SFO,PHX,5/2/2016,12,7899
SAT,DAL,5/25/2016,4,7899
MDW,IND,5/14/2016,350,7900
OKC,MDW,5/13/2016,240,7900
PHX,BOI,5/29/2016,90,7900
PIT,MDW,5/10/2016,443,7900
BUR,PHX,5/24/2016,148,7900
LAS,RNO,5/2/2016,522,7900
FLL,BWI,5/21/2016,553,7900
LAX,PHX,5/26/2016,199,7900
PHX,LAS,5/9/2016,629,7900
OAK,LAX,5/26/2016,177,7900
PHX,ONT,5/11/2016,258,7900
MSY,BNA,5/21/2016,375,7901
BWI,CMH,5/16/2016,64,7901
ATL,PBI,5/9/2016,314,7901
RDU,LAS,5/7/2016,434,7901
HOU,MDW,5/18/2016,373,7901
BWI,ALB,5/20/2016,547,7901
CHS,MDW,5/30/2016,353,7901
SJC,SEA,5/3/2016,94,7901
ONT,OAK,5/10/2016,73,7901
BWI,BDL,5/21/2016,485,7901
OAK,SEA,5/4/2016,73,7901
MCI,MDW,5/31/2016,204,7901
DEN,MDW,5/6/2016,550,7901
SAT,MDW,5/25/2016,495,7901
MKE,STL,5/26/2016,186,7901
BNA,DAL,5/30/2016,81,7902
MCI,DCA,5/18/2016,341,7902
SEA,OAK,5/3/2016,501,7902
SMF,DEN,5/31/2016,22,7902
ATL,TPA,5/16/2016,223,7902
LAS,RNO,5/2/2016,191,7902
DAL,HOU,5/30/2016,85,7902
ABQ,PHX,5/19/2016,43,7902
PHX,OAK,5/13/2016,177,7904
PIT,MCO,5/27/2016,190,7904
PHL,DEN,5/23/2016,225,7904
SEA,SMF,5/30/2016,294,7904
SLC,DEN,5/17/2016,502,7904
ROC,BWI,5/21/2016,406,7904
MDW,CUN,5/27/2016,355,7904
MHT,MCO,5/4/2016,618,7904
STL,PHX,5/30/2016,561,7904
FLL,PVD,5/23/2016,354,7904
SMF,SAN,5/27/2016,356,7905
DAL,TUL,5/25/2016,408,7905
MDW,FNT,5/31/2016,133,7905
STL,PHL,5/5/2016,459,7905
DAL,LBB,5/16/2016,302,7905
IND,BOS,5/14/2016,89,7905
LAX,LAS,5/6/2016,72,7905
TUS,SAN,5/18/2016,534,7906
SAT,DAL,5/11/2016,8,7906
BNA,TPA,5/31/2016,262,7906
DEN,SEA,5/7/2016,540,7906
HOU,MCO,5/10/2016,214,7906
BNA,CMH,5/4/2016,183,7906
STL,MCI,5/19/2016,129,7906
SAN,AUS,5/9/2016,382,7907
ATL,MDW,5/26/2016,594,7907
BWI,ATL,5/28/2016,39,7907
PIT,TPA,5/16/2016,135,7907
LAS,ABQ,5/17/2016,479,7907
DTW,BWI,5/31/2016,35,7907
ISP,MCO,5/27/2016,618,7907
RSW,ATL,5/29/2016,289,7907
SAN,OAK,5/24/2016,96,7911
MDW,OMA,5/10/2016,168,7911
MDW,LAS,5/26/2016,572,7911
CLT,MDW,5/30/2016,357,7911
MDW,DEN,5/4/2016,230,7911
MCO,IND,5/27/2016,220,7911
BOS,MCI,5/9/2016,341,7911
STL,BNA,5/16/2016,416,7911
LAS,SMF,5/30/2016,607,7911
DAL,DTW,5/9/2016,474,7911
BWI,LAS,5/5/2016,388,7912
RDU,DEN,5/14/2016,161,7912
BWI,PUJ,5/22/2016,126,7912
IND,TPA,5/11/2016,237,7912
DCA,MKE,5/1/2016,366,7912
SNA,SJC,5/25/2016,137,7912
MSY,HOU,5/30/2016,319,7912
SLC,LAX,5/8/2016,592,7912
BHM,TPA,5/2/2016,262,7912
DCA,HOU,5/2/2016,131,7912
DAL,ELP,5/17/2016,6,7912
LAX,SLC,5/5/2016,75,7913
MSY,AUS,5/19/2016,139,7913
BNA,ECP,5/10/2016,428,7913
FLL,BWI,5/6/2016,163,7913
SNA,SJD,5/13/2016,182,7913
PBI,ISP,5/8/2016,469,7913
PDX,SAN,5/30/2016,12,7913
GEG,LAS,5/11/2016,82,7913
PVD,BWI,5/10/2016,295,7913
TUS,DEN,5/3/2016,43,7913
DAL,STL,5/15/2016,46,7913
BWI,MKE,5/6/2016,119,7915
AUS,ELP,5/12/2016,10,7915
DAL,HOU,5/31/2016,6,7915
AUS,SAN,5/15/2016,637,7916
PHX,STL,5/7/2016,534,7916
MDW,LAX,5/18/2016,236,7916
HOU,MSY,5/31/2016,147,7916
SLC,OAK,5/12/2016,202,7916
MCO,ALB,5/13/2016,578,7916
LAS,PHX,5/6/2016,82,7919
OAK,HOU,5/10/2016,318,7919
ATL,DTW,5/4/2016,210,7919
BWI,MCO,5/8/2016,87,7919
OAK,SLC,5/3/2016,58,7919
OAK,LAS,5/12/2016,483,7919
DAL,STL,5/25/2016,69,7919
HOU,ELP,5/18/2016,14,7919
DAL,LAX,5/20/2016,134,7919
ATL,MCO,5/11/2016,246,7919
DAL,PHX,5/3/2016,633,7919
BUF,LAS,5/20/2016,639,7919
LAS,MSY,5/25/2016,502,7919
STL,PHL,5/16/2016,393,7919
ATL,TPA,5/26/2016,181,7920
DEN,PHX,5/1/2016,618,7920
SMF,SAN,5/16/2016,260,7920
ONT,SMF,5/3/2016,621,7920
EWR,MDW,5/27/2016,293,7920
MKE,BWI,5/27/2016,547,7920
LAS,ONT,5/19/2016,457,7920
SAT,LAS,5/17/2016,327,7920
AUS,MDW,5/10/2016,582,7921
CLE,BWI,5/17/2016,426,7921
BWI,RSW,5/22/2016,564,7921
OAK,BUR,5/12/2016,469,7921
SMF,DEN,5/5/2016,590,7921
BOS,ATL,5/13/2016,83,7921
HOU,IND,5/27/2016,88,7921
OMA,DAL,5/29/2016,225,7922
MDW,SAT,5/5/2016,454,7922
LIT,DAL,5/9/2016,510,7922
LIT,DAL,5/28/2016,17,7922
SNA,SFO,5/4/2016,152,7922
BHM,LAS,5/19/2016,358,7922
LAX,SMF,5/6/2016,94,7922
DAL,LGA,5/26/2016,381,7922
DAL,SAT,5/5/2016,1,7922
OMA,MDW,5/11/2016,643,7922
BWI,ORF,5/3/2016,311,7922
IND,BOS,5/6/2016,87,7923
PHL,DEN,5/31/2016,265,7927
DEN,SAN,5/30/2016,290,7927
BWI,BNA,5/22/2016,425,7927
SJC,PDX,5/4/2016,391,7927
MCO,ORF,5/1/2016,209,7927
PHX,TPA,5/31/2016,486,7930
TUS,SAN,5/17/2016,534,7930
BNA,PNS,5/17/2016,349,7930
DAL,SAT,5/25/2016,327,7930
DEN,ABQ,5/25/2016,158,7930
LAS,DEN,5/16/2016,610,7930
CMH,MDW,5/25/2016,321,7930
MDW,ALB,5/25/2016,559,7930
RDU,STL,5/19/2016,97,7930
EWR,AUS,5/9/2016,384,7931
ROC,BWI,5/29/2016,322,7931
MDW,HOU,5/3/2016,215,7931
MCI,HOU,5/5/2016,205,7931
PHX,MKE,5/14/2016,595,7931
SAN,RNO,5/19/2016,315,7931
MCO,ORF,5/3/2016,212,7931
DCA,MDW,5/8/2016,367,7931
TPA,BWI,5/15/2016,304,7932
LGA,DEN,5/15/2016,364,7932
FLL,BWI,5/23/2016,65,7932
HOU,TPA,5/13/2016,332,7932
HOU,DAL,5/31/2016,178,7932
MDW,LAS,5/13/2016,474,7932
MSY,BNA,5/26/2016,141,7932
HOU,BHM,5/2/2016,317,7934
TPA,DCA,5/20/2016,267,7934
ELP,HOU,5/17/2016,86,7934
ELP,DAL,5/11/2016,6,7934
MCO,BWI,5/7/2016,485,7934
SNA,SJD,5/8/2016,527,7934
MCI,LAS,5/5/2016,613,7934
TPA,CMH,5/4/2016,340,7934
SJC,SAN,5/24/2016,489,7936
SAN,MDW,5/20/2016,611,7936
LAS,LBB,5/29/2016,372,7936
PHL,MCO,5/5/2016,265,7936
SEA,OAK,5/25/2016,179,7936
MSY,BWI,5/30/2016,167,7936
MDW,BUF,5/10/2016,287,7938
PHX,MKE,5/24/2016,394,7938
HOU,SAT,5/18/2016,44,7938
MDW,HOU,5/12/2016,266,7938
DEN,LAS,5/19/2016,610,7938
PBI,ISP,5/11/2016,467,7938
LAX,SJC,5/22/2016,28,7938
DAL,AUS,5/13/2016,4,7938
DCA,DAL,5/18/2016,507,7938
FLL,ATL,5/29/2016,93,7938
DAL,SEA,5/25/2016,574,7938
DAL,STL,5/18/2016,69,7940
SLC,PHX,5/27/2016,284,7940
AUS,TPA,5/7/2016,26,7940
PHX,SEA,5/13/2016,150,7940
SFO,BUR,5/16/2016,127,7941
LAS,PHX,5/26/2016,404,7942
BOS,BWI,5/5/2016,305,7942
LAS,IND,5/6/2016,545,7942
LAX,BNA,5/18/2016,251,7943
MCI,PHX,5/2/2016,358,7943
LAS,MCI,5/10/2016,570,7943
MBJ,MDW,5/11/2016,227,7943
SFO,LAX,5/16/2016,33,7943
DEN,ONT,5/5/2016,439,7943
STL,MCI,5/20/2016,170,7943
FLL,ATL,5/10/2016,115,7943
TPA,MDW,5/25/2016,503,7943
DAL,MSY,5/11/2016,143,7943
FLL,BWI,5/12/2016,56,7943
DAL,DEN,5/3/2016,11,7943
SJC,LAX,5/10/2016,272,7944
LAX,BNA,5/4/2016,287,7944
ALB,TPA,5/8/2016,232,7944
HOU,SNA,5/14/2016,332,7944
SDF,MDW,5/18/2016,501,7944
SAN,PHX,5/7/2016,461,7944
PHX,LAS,5/22/2016,281,7944
LAS,DAL,5/16/2016,246,7944
DAL,AUS,5/18/2016,7,7944
FLL,BWI,5/24/2016,151,7944
STL,SNA,5/21/2016,301,7947
MDW,LAX,5/25/2016,234,7947
MDW,FNT,5/8/2016,243,7947
BWI,SDF,5/17/2016,38,7947
SAN,SEA,5/24/2016,596,7948
MDW,TPA,5/4/2016,553,7948
MSY,SAT,5/2/2016,396,7948
MKE,BWI,5/29/2016,246,7948
SJC,SNA,5/17/2016,473,7948
DAL,LAS,5/14/2016,551,7948
STL,BWI,5/31/2016,294,7948
BWI,FLL,5/21/2016,129,7949
BUR,SFO,5/15/2016,343,7949
AUS,DAL,5/9/2016,510,7949
LAX,MKE,5/20/2016,162,7949
ATL,LAS,5/8/2016,347,7949
TUL,LAS,5/21/2016,528,7949
LAS,LAX,5/14/2016,262,7949
MDW,SAN,5/6/2016,605,7952
RIC,ATL,5/3/2016,477,7952
MCO,BUF,5/27/2016,211,7952
PHX,BUR,5/3/2016,270,7952
SAT,BNA,5/30/2016,191,7953
SMF,BUR,5/7/2016,194,7954
MCO,CMH,5/28/2016,223,7954
SNA,SFO,5/2/2016,191,7954
HOU,SJO,5/26/2016,277,7954
HOU,MCO,5/14/2016,24,7954
SJC,BUR,5/16/2016,514,7954
MCI,MDW,5/23/2016,113,7954
MDW,BOS,5/4/2016,625,7954
SAN,SMF,5/7/2016,30,7954
STL,SEA,5/6/2016,450,7954
PHX,MDW,5/26/2016,623,7954
LAS,ABQ,5/12/2016,195,7954
ATL,MKE,5/12/2016,341,7954
ALB,TPA,5/29/2016,467,7954
MCI,MCO,5/17/2016,20,7954
SJC,LAS,5/30/2016,489,7955
LAS,IND,5/23/2016,231,7955
SNA,SJC,5/24/2016,279,7955
LAS,SAN,5/30/2016,301,7955
AUA,BWI,5/10/2016,495,7955
DAL,ATL,5/22/2016,156,7956
AUS,SJC,5/31/2016,323,7956
ATL,BWI,5/11/2016,488,7956
MSY,MCO,5/21/2016,435,7956
ATL,LGA,5/8/2016,107,7956
DAL,MDW,5/12/2016,108,7956
MCO,SAN,5/6/2016,618,7956
ICT,STL,5/25/2016,229,7956
DCA,DAL,5/18/2016,423,7956
SNA,SMF,5/15/2016,420,7956
CUN,ATL,5/31/2016,125,7956
SAT,DAL,5/28/2016,5,7956
DEN,IND,5/10/2016,50,7957
ABQ,LAX,5/6/2016,12,7957
LAS,DTW,5/7/2016,628,7958
LAS,OAK,5/26/2016,593,7958
SMF,SNA,5/2/2016,521,7958
SNA,DEN,5/2/2016,107,7958
BHM,HOU,5/18/2016,331,7958
LAX,STL,5/18/2016,260,7958
CAK,ATL,5/20/2016,345,7958
PVD,BWI,5/31/2016,160,7958
AUS,SAN,5/15/2016,540,7958
SNA,SMF,5/23/2016,333,7959
DEN,TPA,5/22/2016,392,7959
LAS,MKE,5/14/2016,257,7960
BWI,SJO,5/3/2016,476,7960
LAS,LAX,5/29/2016,179,7960
ABQ,LAX,5/17/2016,521,7961
BWI,LAS,5/25/2016,555,7961
ISP,BWI,5/22/2016,432,7961
LAS,SMF,5/19/2016,609,7961
CMH,BOS,5/5/2016,172,7961
SJC,PHX,5/15/2016,645,7961
BOS,DAL,5/1/2016,602,7962
LAS,LAX,5/30/2016,413,7962
TPA,MDW,5/16/2016,464,7965
OAK,LAX,5/26/2016,177,7965
STL,ICT,5/17/2016,126,7965
SAN,MDW,5/20/2016,620,7965
MCO,BUF,5/31/2016,570,7965
LAS,DEN,5/27/2016,56,7965
PHX,PHL,5/10/2016,286,7965
LAX,SMF,5/26/2016,58,7965
DAL,AUS,5/6/2016,7,7965
SMF,SAN,5/9/2016,531,7966
MDW,FNT,5/8/2016,243,7966
ATL,MSP,5/27/2016,377,7966
PHX,BUR,5/29/2016,505,7966
SEA,OAK,5/16/2016,502,7966
ELP,AUS,5/16/2016,16,7967
SNA,SFO,5/9/2016,154,7967
MSY,BWI,5/3/2016,182,7968
SMF,SEA,5/29/2016,507,7968
MSP,PHX,5/18/2016,475,7968
PVD,MDW,5/3/2016,157,7968
DAL,MDW,5/31/2016,108,7968
BUR,PHX,5/19/2016,468,7968
ATL,PIT,5/5/2016,378,7968
LAX,ABQ,5/8/2016,502,7968
TUL,DAL,5/5/2016,381,7968
DEN,SEA,5/12/2016,76,7968
SAN,DEN,5/19/2016,388,7970
MCO,CMH,5/16/2016,15,7970
DEN,LAX,5/15/2016,85,7970
LAX,SFO,5/30/2016,15,7970
MCO,SJU,5/25/2016,212,7970
SFO,DEN,5/27/2016,372,7970
ONT,LAS,5/15/2016,238,7970
HOU,MAF,5/20/2016,51,7971
BUR,SFO,5/18/2016,417,7971
MCI,DEN,5/12/2016,147,7971
BUR,SMF,5/24/2016,182,7971
FLL,ALB,5/12/2016,459,7971
MDW,LGA,5/9/2016,277,7971
MCI,DCA,5/25/2016,275,7971
TUS,LAS,5/24/2016,367,7971
SAT,ATL,5/6/2016,495,7971
OAK,BUR,5/4/2016,385,7971
DEN,SJC,5/30/2016,531,7971
DEN,MSP,5/19/2016,276,7971
SAN,MCO,5/27/2016,607,7971
OAK,SEA,5/5/2016,526,7971
BWI,PBI,5/1/2016,297,7971
MCO,BWI,5/24/2016,205,7972
OAK,PHX,5/13/2016,291,7972
LAX,MDW,5/12/2016,599,7972
PVD,TPA,5/18/2016,540,7972
MCO,BHM,5/30/2016,269,7972
FLL,ISP,5/13/2016,164,7973
AMA,DAL,5/11/2016,2,7973
HOU,ECP,5/20/2016,27,7973
SJC,LAS,5/28/2016,644,7973
MCO,BHM,5/27/2016,262,7973
CLT,BWI,5/11/2016,351,7974
DCA,MCO,5/17/2016,353,7974
HOU,SAN,5/3/2016,169,7974
DAL,MCO,5/17/2016,200,7975
SAN,SEA,5/27/2016,596,7975
DEN,EWR,5/17/2016,161,7975
MCI,BNA,5/4/2016,62,7975
DEN,OMA,5/15/2016,519,7975
DEN,SFO,5/28/2016,631,7975
STL,MCO,5/12/2016,269,7975
DTW,DEN,5/22/2016,475,7975
DEN,MDW,5/9/2016,552,7975
HOU,ELP,5/13/2016,99,7976
OKC,HOU,5/28/2016,439,7976
DCA,DAL,5/14/2016,296,7976
LAS,HOU,5/6/2016,206,7976
SJD,SNA,5/6/2016,313,7976
BWI,DAL,5/26/2016,646,7977
MSP,MDW,5/3/2016,342,7977
TPA,HOU,5/23/2016,594,7977
MSY,FLL,5/20/2016,183,7977
HOU,TPA,5/24/2016,331,7977
DAL,BWI,5/9/2016,569,7977
LBB,AUS,5/16/2016,407,7977
BWI,BOS,5/25/2016,350,7977
MCO,PHL,5/20/2016,406,7977
BWI,SJO,5/18/2016,477,7977
ONT,PHX,5/15/2016,288,7977
CLE,BNA,5/11/2016,34,7977
PHX,BUR,5/24/2016,310,7977
ALB,MDW,5/16/2016,598,7978
DAL,HOU,5/2/2016,7,7978
OKC,STL,5/17/2016,82,7978
DEN,DAL,5/9/2016,550,7978
DEN,LAX,5/5/2016,177,7978
HOU,BNA,5/8/2016,179,7978
PHX,BNA,5/17/2016,587,7980
BWI,MCO,5/11/2016,407,7980
DAL,MAF,5/1/2016,6,7980
BWI,BDL,5/9/2016,428,7980
BNA,CMH,5/4/2016,49,7980
RDU,MDW,5/23/2016,581,7981
ICT,LAS,5/24/2016,237,7981
DAL,OKC,5/20/2016,5,7981
MDW,RNO,5/9/2016,221,7981
SMF,BUR,5/10/2016,271,7981
DEN,PDX,5/29/2016,98,7981
LAS,SNA,5/26/2016,408,7981
TPA,MKE,5/24/2016,300,7981
DEN,AUS,5/7/2016,471,7981
STL,SAN,5/15/2016,295,7981
TPA,LAS,5/31/2016,631,7981
BNA,MCO,5/30/2016,311,7981
AUS,BWI,5/8/2016,463,7981
ATL,CAK,5/20/2016,79,7981
LAS,MCO,5/21/2016,624,7981
